"doi_o","doi_r","type_r","is_oa","publication_access_group","unpaywall_coverage","n_originals_for_replication","multi_original_f"
"10.1111/j.1467-9280.2009.02305.x","10.1101/2020.01.16.899021","preprint",TRUE,"preprint","status_available",1,0
"10.1111/j.1467-9280.2009.02457.x","10.31234/osf.io/h9juq","preprint",TRUE,"preprint","status_available",1,0
"10.1111/j.1467-9477.2007.00176.x","10.1086/683144","article",FALSE,"article_closed","status_available",1,0
"10.1111/j.1468-0262.2004.00481.x","10.1093/ije/dyv127","article",TRUE,"article_oa","status_available",1,0
"10.1111/j.1468-0297.2007.02027.x","10.1002/jae.2392","article",FALSE,"article_closed","status_available",1,0
"10.1111/j.1468-0297.2008.02208.x","10.1002/jae.2366","article",FALSE,"article_closed","status_available",1,0
"10.1111/j.1468-0297.2011.02482.x","10.1177/1091142114537895","article",FALSE,"article_closed","status_available",1,0
"10.1111/j.1468-0297.2012.02529.x","10.48548/pubdata-2250","article",NA,"online_deposit","status_not_retrieved",1,0
"10.1111/j.1468-2478.2007.00462.x","10.1111/isqu.12114","article",FALSE,"article_closed","status_available",1,0
"10.1111/j.1469-8986.2005.00345.x","10.31234/osf.io/2d4mf_v1","preprint",TRUE,"preprint","status_available",1,0
"10.1111/j.1471-6402.2005.00244.x","10.4172/2471-271x.1000153","article",FALSE,"article_closed","status_available",2,0
"10.1111/j.1471-6402.2007.00348.x","10.4172/2471-271x.1000153","article",FALSE,"article_closed","status_available",2,0
"10.1111/j.1538-4616.2009.00228.x","10.26021/5557","dissertation",NA,"online_deposit","status_not_retrieved",1,0
"10.1111/j.1540-4781.1996.tb05468.x","10.32601/ejal.460588","article",TRUE,"article_oa","status_available",1,0
"10.1111/j.1540-5907.2006.00220.x","10.1177/2053168014559094","article",TRUE,"article_oa","status_available",1,0
"10.1111/j.1540-5907.2011.00567.x","10.17605/osf.io/fspwc","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1111/j.1540-5907.2012.00628.x","10.17605/osf.io/p7tb4","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1111/j.1540-6261.1997.tb03808.x","10.1561/104.00000103","article",FALSE,"article_closed","status_available",1,0
"10.1111/j.1540-6261.2008.01433.x","10.1111/j.1540-6261.2012.01744.x","article",FALSE,"article_closed","status_available",1,0
"10.1111/j.1540-6261.2011.01665.x","10.1561/104.00000089","article",FALSE,"article_closed","status_available",1,0
"10.1111/j.1551-6709.2011.01210.x","10.1007/s13164-018-0400-9","article",TRUE,"article_oa","status_available",5,1
"10.1111/j.1559-1816.1982.tb00855.x","10.1097/psn.0b013e31828f04ef","article",FALSE,"article_closed","status_available",1,0
"10.1111/j.1559-1816.1999.tb00142.x","10.1007/s12369-020-00688-z","article",TRUE,"article_oa","status_available",1,0
"10.1111/j.1745-6916.2006.00007.x","10.13140/2.1.4432.0644","article",NA,"online_deposit","status_not_retrieved",1,0
"10.1111/j.1933-1592.2007.00118.x","10.1017/epi.2019.20","article",FALSE,"article_closed","status_available",1,0
"10.1111/j.2044-8295.1975.tb01468.x","10.1098/rsos.200724","article",TRUE,"article_oa","status_available",1,0
"10.1111/j.2047-2927.2012.00013.x","10.1177/1042258720985478","article",TRUE,"article_oa","status_available",2,0
"10.1111/lang.12140","10.1111/lang.12371","article",FALSE,"article_closed","status_available",1,0
"10.1111/obes.12084","10.1007/s00181-019-01663-y","article",FALSE,"article_closed","status_available",1,0
"10.1111/puar.12441","10.30636/jbpa.31.107","article",TRUE,"article_oa","status_available",1,0
"10.1111/puar.12649","10.1111/padm.12743","article",TRUE,"article_oa","status_available",1,0
"10.1126/science.1121629","10.1017/s1930297500003144","review",TRUE,"article_oa","status_available",1,0
"10.1126/science.1128317","10.1177/1948550616646426","article",FALSE,"article_closed","status_available",1,0
"10.1126/science.1157627","10.1038/s41562-020-0823-z","article",TRUE,"article_oa","status_available",1,0
"10.1126/science.1162548","10.1027/1864-9335/a000187","article",FALSE,"article_closed","status_available",1,0
"10.1126/science.1169144","10.3758/s13423-013-0548-3","article",FALSE,"article_closed","status_available",1,0
"10.1126/science.1186799","10.1038/s41562-018-0399-z","article",TRUE,"article_oa","status_available",2,0
"10.1126/science.1199427","10.1038/s41562-018-0399-z","article",TRUE,"article_oa","status_available",2,0
"10.1126/science.1238041","10.1007/s11238-021-09836-x","article",FALSE,"article_closed","status_available",1,0
"10.1126/science.151.3712.837",NA,NA,NA,"doi_unavailable","doi_unavailable",NA,0
"10.1126/science.167.3914.86","10.1037/com0000223","article",FALSE,"article_closed","status_available",1,0
"10.1126/science.aaa3841","10.17605/osf.io/fjy9a",NA,NA,"online_deposit","status_not_retrieved",1,0
"10.1136/ard.2008.093252","10.3899/jrheum.131548","article",TRUE,"article_oa","status_available",1,0
"10.1136/bjsm.2008.053892","10.1016/j.mgene.2016.03.007","article",TRUE,"article_oa","status_available",2,0
"10.1162/003355303321675428","10.1257/pol.20180230","article",TRUE,"article_oa","status_available",1,0
"10.1162/0033553053970214","10.1002/jae.1262","article",FALSE,"article_closed","status_available",1,0
"10.1162/0034653041811770","10.1002/jae.1264","article",FALSE,"article_closed","status_available",1,0
"10.1162/jocn.2008.21154","10.20378/irb-49996","other",TRUE,"online_deposit","status_available",1,0
"10.1162/qjec.121.1.73","10.18718/81781.7","article",NA,"article_access_unknown","status_not_retrieved",1,0
"10.1162/qjec.2009.124.2.469","10.1002/jae.2622","article",FALSE,"article_closed","status_available",1,0
"10.1162/qjec.2009.124.2.531","10.1002/jae.2851","article",FALSE,"article_closed","status_available",1,0
"10.1162/rest.89.1.183","10.1002/jae.2591","article",FALSE,"article_closed","status_available",1,0
"10.1162/rest.90.2.347","10.1080/00036846.2017.1321840","article",FALSE,"article_closed","status_available",1,0
"10.1162/rest_a_00199","10.1162/rest_a_00761","article",TRUE,"article_oa","status_available",1,0
"10.1162/rest_a_00272","10.1002/jae.2662","article",TRUE,"article_oa","status_available",1,0
"10.1162/rest_a_00412","10.1002/jae.2667","article",TRUE,"article_oa","status_available",1,0
"10.1176/appi.ajp.160.11.1965","10.1101/226092","preprint",TRUE,"preprint","status_available",1,0
"10.1177/000312240406900501","10.1177/0038040718801760","article",TRUE,"article_oa","status_available",1,0
"10.1177/000312240907400203","10.1177/0003122417714422","article",FALSE,"article_closed","status_available",1,0
"10.1177/0003122410368927","10.17605/osf.io/ks6ut","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1177/0003122412450573","10.1177/14789299211014011","article",FALSE,"article_closed","status_available",1,0
"10.1177/0003122416663683","10.1111/nana.12722","article",TRUE,"article_oa","status_available",1,0
"10.1177/0010414009332147","10.17605/osf.io/zfxk9","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1177/0010414014546331","10.17605/osf.io/6e9ka","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1177/0010414015621080","10.17605/osf.io/5k8m4","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1177/0010414015626446","10.17605/osf.io/rpc54","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1177/001440291107700203","10.1080/10573569.2020.1860841","article",FALSE,"article_closed","status_available",1,0
"10.1177/0022002708330289","10.17605/osf.io/xshrn","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1177/0022002710371671","10.17605/osf.io/vfyxz","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1177/0022002710381064","10.17605/osf.io/wb524","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1177/0022002712445741","10.17605/osf.io/6wfmz","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1177/0022002712449328","10.17605/osf.io/jp3qb","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1177/0022002714545222","10.1177/2053168018787119","article",TRUE,"article_oa","status_available",1,0
"10.1177/0022002714553105","10.17605/osf.io/adxj2","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1177/0022002715612575","10.17605/osf.io/f3p2m","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1177/0022042614552019","10.17632/3pr3cpx6cg.3","article",NA,"online_deposit","status_not_retrieved",1,0
"10.1177/0022487108328155","10.1080/02607476.2019.1674563","article",TRUE,"article_oa","status_available",1,0
